alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
tommy-bahama-restaurant-bar-store-new-york-new-york,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.7553882217953, 'longitude': -73.9792002147005}",(212) 537-0960,30.727362761667667,YHGGyH4hn_5UyV1rWgA5hg,https://s3-media4.fl.yelpcdn.com/bphoto/LlQ4oKLt3W3u27VotWFJ0A/o.jpg,False,"{'address1': '551 5th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10176', 'country': 'US', 'state': 'NY', 'display_address': ['551 5th Ave', 'New York, NY 10176']}",Tommy Bahama Restaurant | Bar | Store - New York,+12125370960,$$$,4.0,550,[],https://www.yelp.com/biz/tommy-bahama-restaurant-bar-store-new-york-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
marseille-new-york,"[{'alias': 'french', 'title': 'French'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'brasseries', 'title': 'Brasseries'}]","{'latitude': 40.759806, 'longitude': -73.991378}",(212) 333-2323,16.23697104034204,NMVRHrkdp68twl4CWo1I5A,https://s3-media1.fl.yelpcdn.com/bphoto/DSvyvgxNPFOqXU8E4lNQng/o.jpg,False,"{'address1': '630 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['630 9th Ave', 'New York, NY 10036']}",Marseille,+12123332323,$$$,4.0,834,[],https://www.yelp.com/biz/marseille-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
sarabeths-east-new-york-2,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'desserts', 'title': 'Desserts'}]","{'latitude': 40.78481, 'longitude': -73.95575}",(212) 410-7335,3.459625265628452,oRYcCwhPRchQb-aLJ1Pv1Q,https://s3-media2.fl.yelpcdn.com/bphoto/7hSYP3472zhX10dCpy4fBQ/o.jpg,False,"{'address1': '1295 Madison Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10128', 'country': 'US', 'state': 'NY', 'display_address': ['1295 Madison Ave', 'New York, NY 10128']}",Sarabeth's East,+12124107335,$$,3.5,619,"['pickup', 'delivery']",https://www.yelp.com/biz/sarabeths-east-new-york-2?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
the-capital-grille-new-york-2,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 40.7607390928484, 'longitude': -73.9813780866211}",(212) 246-0154,1197.393412764211,Maks_EfVcTOe20TnGQy_MQ,https://s3-media3.fl.yelpcdn.com/bphoto/7qxgkT8GGDPWC4i7zs_hqg/o.jpg,False,"{'address1': '120 W 51st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10020', 'country': 'US', 'state': 'NY', 'display_address': ['120 W 51st St', 'New York, NY 10020']}",The Capital Grille,+12122460154,$$$,4.0,708,[],https://www.yelp.com/biz/the-capital-grille-new-york-2?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
hunt-and-fish-club-new-york-2,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.75673, 'longitude': -73.9843}",(212) 575-4949,9.824707949326958,mWi1AZgb8HJjDsnz5lXsLA,https://s3-media3.fl.yelpcdn.com/bphoto/_lwOVAP3pV7pgLe3cMIO2A/o.jpg,False,"{'address1': '125 W 44th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['125 W 44th St', 'New York, NY 10036']}",Hunt & Fish Club,+12125754949,$$$$,4.0,448,['restaurant_reservation'],https://www.yelp.com/biz/hunt-and-fish-club-new-york-2?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
ammos-estiatorio-new-york-4,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 40.75426, 'longitude': -73.97733}",(212) 922-9999,8.01660088459475,cxvndpb_DjtZaeBj6Ed81A,https://s3-media2.fl.yelpcdn.com/bphoto/6mHA6EPC_5F9J6IRZusOUg/o.jpg,False,"{'address1': '52 Vanderbilt Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['52 Vanderbilt Ave', 'New York, NY 10017']}",Ammos Estiatorio,+12129229999,$$$,3.0,246,"['delivery', 'pickup']",https://www.yelp.com/biz/ammos-estiatorio-new-york-4?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
tbar-new-york-2,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 40.770822, 'longitude': -73.960092}",(212) 772-0404,5.016333989607308,FhK_owSqLZLLqtFLzjK-fQ,https://s3-media2.fl.yelpcdn.com/bphoto/TMNVmZnpEmpxjMaadyxjLQ/o.jpg,False,"{'address1': '1278 3rd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1278 3rd Ave', 'New York, NY 10028']}",TBar,+12127720404,$$$,4.0,180,[],https://www.yelp.com/biz/tbar-new-york-2?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
bocca-di-bacco-hells-kitchen-new-york,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7662168, 'longitude': -73.9867943}",(212) 265-8828,12.85941634318728,rupPZLhd0oRSAmVDaeYaGA,https://s3-media2.fl.yelpcdn.com/bphoto/gUpCbsAnrMKGcSK95bwtkQ/o.jpg,False,"{'address1': '828 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['828 9th Ave', 'New York, NY 10019']}",Bocca di Bacco Hell's Kitchen,+12122658828,$$,3.5,621,"['delivery', 'pickup']",https://www.yelp.com/biz/bocca-di-bacco-hells-kitchen-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
the-clocktower-new-york,"[{'alias': 'british', 'title': 'British'}]","{'latitude': 40.74133, 'longitude': -73.98747}",(212) 413-4300,4.492236672717519,vRqj40pRwz0OHHRVgOdgRg,https://s3-media4.fl.yelpcdn.com/bphoto/0hs-O_nq3cnEz2F1vsfNmA/o.jpg,False,"{'address1': '5 Madison Avenue', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['5 Madison Avenue', 'New York, NY 10010']}",The Clocktower,+12124134300,$$$,4.0,338,[],https://www.yelp.com/biz/the-clocktower-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
masseria-dei-vini-new-york,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'desserts', 'title': 'Desserts'}]","{'latitude': 40.7684, 'longitude': -73.98558}",(212) 315-2888,0.46861527093978805,zg9Jrtx9rqTXeaqufSOxHQ,https://s3-media2.fl.yelpcdn.com/bphoto/b2-EZkqJ9hIUMMRSJudn6Q/o.jpg,False,"{'address1': '887 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['887 9th Ave', 'New York, NY 10019']}",Masseria Dei Vini,+12123152888,$$$,4.0,408,"['pickup', 'delivery']",https://www.yelp.com/biz/masseria-dei-vini-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
lexington-brass-new-york,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'gluten_free', 'title': 'Gluten-Free'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.7552634948238, 'longitude': -73.9729699790478}",(212) 392-5976,12.776824591857881,-4PCSqieO2rJ4-htOh8v0w,https://s3-media1.fl.yelpcdn.com/bphoto/8FWrLUSr70HAFxIRK1EvAQ/o.jpg,False,"{'address1': '517 Lexington Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['517 Lexington Ave', 'New York, NY 10017']}",Lexington Brass,+12123925976,$$,3.5,800,"['pickup', 'delivery']",https://www.yelp.com/biz/lexington-brass-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
serra-at-la-birreria-new-york,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.74197, 'longitude': -73.9895}",(212) 937-8910,22.809485430407992,HhY7QDRu7EwXTDY4WT1wSA,https://s3-media1.fl.yelpcdn.com/bphoto/O39_IB-7sO3KAhjbYa9E6Q/o.jpg,False,"{'address1': '200 5th Ave', 'address2': 'Fl 14', 'address3': None, 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['200 5th Ave', 'Fl 14', 'New York, NY 10010']}",Serra at La Birreria,+12129378910,$$,3.0,1219,[],https://www.yelp.com/biz/serra-at-la-birreria-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
gaonnuri-new-york-3,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.74757, 'longitude': -73.98802}",(212) 971-9045,11.81816615692689,wx5XkAsviabyZdQma64Fyw,https://s3-media1.fl.yelpcdn.com/bphoto/cLKj01VwdaZ-TZjK8RtvWQ/o.jpg,False,"{'address1': '1250 Broadway', 'address2': 'Fl 39', 'address3': '', 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['1250 Broadway', 'Fl 39', 'New York, NY 10001']}",Gaonnuri,+12129719045,$$$,3.5,753,[],https://www.yelp.com/biz/gaonnuri-new-york-3?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
obao-new-york-3,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]","{'latitude': 40.7606544, 'longitude': -73.991332}",(212) 245-8880,3.6904398832481293,NN3mOWF5e_pnR1ArqM2bHQ,https://s3-media4.fl.yelpcdn.com/bphoto/CpVI2XJLrvg09Fm83bfPog/o.jpg,False,"{'address1': '647 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['647 9th Ave', 'New York, NY 10036']}",OBAO,+12122458880,$$,4.0,2155,"['pickup', 'delivery']",https://www.yelp.com/biz/obao-new-york-3?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
remi-new-york-2,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]","{'latitude': 40.762619, 'longitude': -73.980809}",(212) 581-4242,6.886775318673543,pL6cM2TPwvXqeGTrg7yN4Q,https://s3-media2.fl.yelpcdn.com/bphoto/HBiIlYFgGKHdmXQx-hzYHQ/o.jpg,False,"{'address1': '145 West 53rd St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['145 West 53rd St', 'New York, NY 10019']}",Remi,+12125814242,$$$,3.5,303,[],https://www.yelp.com/biz/remi-new-york-2?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
glass-house-tavern-new-york,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.759833, 'longitude': -73.986698}",(212) 730-4800,21.325604030851903,DZ7oBcBdfe_1KxRxvFbsPQ,https://s3-media2.fl.yelpcdn.com/bphoto/SaH2J-OqrHAZTWZTgEnd4Q/o.jpg,False,"{'address1': '252 W 47th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['252 W 47th St', 'New York, NY 10036']}",Glass House Tavern,+12127304800,$$$,3.5,317,['pickup'],https://www.yelp.com/biz/glass-house-tavern-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
dos-caminos-new-york-2,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.755878, 'longitude': -73.970383}",(212) 336-5400,25.18621478735011,hGWYNCUmDLk_H_Mu3oV9HA,https://s3-media3.fl.yelpcdn.com/bphoto/0X7ef3EA-J4R20BlaYtC6A/o.jpg,True,"{'address1': '825 3rd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['825 3rd Ave', 'New York, NY 10022']}",Dos Caminos,+12123365400,$$,3.0,1479,"['pickup', 'delivery']",https://www.yelp.com/biz/dos-caminos-new-york-2?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
stella-34-trattoria-new-york,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.7503815541938, 'longitude': -73.9883}",(212) 967-9251,108.69199088837331,MoyxzhaYIsJx-p9IuGGK4w,https://s3-media1.fl.yelpcdn.com/bphoto/vF8UT9l5Gz0RO5LlPl_OrA/o.jpg,False,"{'address1': '151 W 34th St', 'address2': None, 'address3': ""Macy's Herald Square"", 'city': 'New York', 'zip_code': '10001', 'country': 'US', 'state': 'NY', 'display_address': ['151 W 34th St', ""Macy's Herald Square"", 'New York, NY 10001']}",Stella 34 Trattoria,+12129679251,$$,3.5,637,[],https://www.yelp.com/biz/stella-34-trattoria-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
mr-chow-new-york,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.7588502019644, 'longitude': -73.9643376320601}",(212) 751-9030,18.474919739214876,s25mujxKWphsyFm0Ji1xYA,https://s3-media3.fl.yelpcdn.com/bphoto/7BllvqQ7BPJ5y2-S1x4ftQ/o.jpg,False,"{'address1': '324 E 57th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['324 E 57th St', 'New York, NY 10022']}",Mr Chow,+12127519030,$$$$,3.0,330,[],https://www.yelp.com/biz/mr-chow-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
casa-lever-new-york,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'lounges', 'title': 'Lounges'}]","{'latitude': 40.7594607514825, 'longitude': -73.9730327307214}",(212) 888-2700,30.873615653123526,O6RBNHBleB0mCb2dAanxCw,https://s3-media2.fl.yelpcdn.com/bphoto/HdFXE79eSurcHpmIhRTukA/o.jpg,False,"{'address1': '390 Park Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['390 Park Ave', 'New York, NY 10022']}",Casa Lever,+12128882700,$$$,4.0,201,[],https://www.yelp.com/biz/casa-lever-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
jams-new-york-3,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.764741, 'longitude': -73.9765169803648}",(212) 703-2007,10.979778312684928,UNX40pcYuNtbAUFE84dgFw,https://s3-media1.fl.yelpcdn.com/bphoto/VPArkuoGK6IIqQug0PD8LA/o.jpg,False,"{'address1': '1414 6th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['1414 6th Ave', 'New York, NY 10019']}",Jams,+12127032007,$$$,3.5,264,[],https://www.yelp.com/biz/jams-new-york-3?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
ousia-new-york,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'greek', 'title': 'Greek'}]","{'latitude': 40.7707946574904, 'longitude': -73.992433445755}",(212) 333-2000,30.7431172375289,YYMbXek5-Upj0g3RAjuI7A,https://s3-media3.fl.yelpcdn.com/bphoto/-_FJtVhsKbSoc8t53KTYDw/o.jpg,False,"{'address1': '629 W 57th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['629 W 57th St', 'New York, NY 10019']}",Ousia,+12123332000,$$$,4.0,189,"['pickup', 'delivery']",https://www.yelp.com/biz/ousia-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
rosa-mexicano-new-york-3,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.7382, 'longitude': -73.99083}",(212) 533-3350,3293.047790820103,dYWjNK07igws9jFNgQmhng,https://s3-media1.fl.yelpcdn.com/bphoto/oIBqWALDLlfxKQ3GmJpswg/o.jpg,False,"{'address1': '9 E 18th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['9 E 18th St', 'New York, NY 10003']}",Rosa Mexicano,+12125333350,$$$,3.5,1411,"['pickup', 'delivery']",https://www.yelp.com/biz/rosa-mexicano-new-york-3?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
the-red-cat-new-york,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'desserts', 'title': 'Desserts'}]","{'latitude': 40.74815, 'longitude': -74.00425}",(212) 242-1122,6.554855932204104,7fSrrMD75A210TJg8oq-6Q,https://s3-media4.fl.yelpcdn.com/bphoto/IdbvkcVyowW2ZE5wzjr7bQ/o.jpg,True,"{'address1': '227 10th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['227 10th Ave', 'New York, NY 10011']}",The Red Cat,+12122421122,$$$,4.0,678,[],https://www.yelp.com/biz/the-red-cat-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
ruths-chris-steak-house-new-york-5,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]","{'latitude': 40.761438, 'longitude': -73.982329}",(212) 245-9600,4.5242115601072825,ulKoAGcGOdsXgr0o_l6avA,https://s3-media2.fl.yelpcdn.com/bphoto/BVJgcZNd9y7zFzgBgxiHRA/o.jpg,False,"{'address1': '148 W 51st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['148 W 51st St', 'New York, NY 10019']}",Ruth's Chris Steak House,+12122459600,$$$,4.0,867,[],https://www.yelp.com/biz/ruths-chris-steak-house-new-york-5?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
the-seafire-grill-new-york-4,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'bars', 'title': 'Bars'}]","{'latitude': 40.7547012104496, 'longitude': -73.972255513072}",(212) 935-3785,9.77310777465357,ryvBsB9FrBBZDak87iGS1w,https://s3-media1.fl.yelpcdn.com/bphoto/XfmiprKBLVpP5ukKd1GnrA/o.jpg,False,"{'address1': '158 E 48th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['158 E 48th St', 'New York, NY 10017']}",The Seafire Grill,+12129353785,$$$,4.5,1059,[],https://www.yelp.com/biz/the-seafire-grill-new-york-4?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
blue-water-grill-new-york,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]","{'latitude': 40.7367052239392, 'longitude': -73.990823108743}",(212) 675-9500,242.40227783140554,NZNPFJ405oo1z043hH4Fnw,https://s3-media3.fl.yelpcdn.com/bphoto/Iy9Ztu7vJ4h_sieMdIEvPA/o.jpg,True,"{'address1': '31 Union Sq W', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['31 Union Sq W', 'New York, NY 10003']}",Blue Water Grill,+12126759500,$$$,4.0,1448,[],https://www.yelp.com/biz/blue-water-grill-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
vaucluse-new-york,"[{'alias': 'french', 'title': 'French'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]","{'latitude': 40.76515, 'longitude': -73.96758}",(646) 869-2300,8.550925935991678,KtL6xhVJZq6dzAYlfcHvyw,https://s3-media4.fl.yelpcdn.com/bphoto/4MCbjPJiLr9zhq6scgO5ug/o.jpg,False,"{'address1': '100 E 63rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10065', 'country': 'US', 'state': 'NY', 'display_address': ['100 E 63rd St', 'New York, NY 10065']}",Vaucluse,+16468692300,$$$$,4.0,226,[],https://www.yelp.com/biz/vaucluse-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
legasea-seafood-brasserie-new-york-2,"[{'alias': 'seafood', 'title': 'Seafood'}]","{'latitude': 40.75238, 'longitude': -73.98939}",(212) 268-1888,10.212780338647528,k2sHdf6WeY22pK3hs6mtqA,https://s3-media1.fl.yelpcdn.com/bphoto/lZ28v3swlq2a5fhGeZXI_g/o.jpg,False,"{'address1': '485 7th Ave', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['485 7th Ave', 'New York, NY 10018']}",Legasea Seafood Brasserie,+12122681888,$$,4.0,229,[],https://www.yelp.com/biz/legasea-seafood-brasserie-new-york-2?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
stk-midtown-new-york,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]","{'latitude': 40.754758, 'longitude': -73.982807}",(646) 624-2455,2638.699222183688,ryng69yOCoveA68KE6jl-Q,https://s3-media2.fl.yelpcdn.com/bphoto/a4o2cJy5hUS5sno9UE1VkA/o.jpg,False,"{'address1': '1114 Ave of the Americas', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['1114 Ave of the Americas', 'New York, NY 10036']}",STK Midtown,+16466242455,$$$,3.5,846,[],https://www.yelp.com/biz/stk-midtown-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
esca-new-york,"[{'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7590663, 'longitude': -73.9924231}",(212) 564-7272,0.9073660629836651,6_QdpGBllowmf94fqZr68Q,https://s3-media2.fl.yelpcdn.com/bphoto/sZ4xriV75zNLT0pl4XKsaw/o.jpg,False,"{'address1': '402 W 43rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['402 W 43rd St', 'New York, NY 10036']}",Esca,+12125647272,$$$$,3.0,686,[],https://www.yelp.com/biz/esca-new-york?adjust_creative=fhlzrhvkh8eY1FKkynuFQw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=fhlzrhvkh8eY1FKkynuFQw
